Row ID,Order Date,Customer ID,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,month,year
2869,10/11/2016,AF-10885,Consumer,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,4677.12,3,0.2,-292.32,Nov,2016
2870,12/6/2017,LC-16885,Consumer,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,2050.56,2,0.2,128.16,Jun,2017
2871,22/3/2014,BF-11275,Corporate,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,8922.24,3,0.2,2788.2,Mar,2014
2872,22/3/2014,BF-11275,Corporate,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,37722.24,3,0.2,-4243.752,Mar,2014
2873,15/6/2017,SC-20800,Consumer,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",511.2,1,0,209.592,Jun,2017
2874,16/11/2017,SW-20275,Consumer,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,97353.6,8,0,2920.608,Nov,2017
2875,29/12/2017,MC-17845,Consumer,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,723.6,3,0,354.564,Dec,2017
2876,21/1/2016,TD-20995,Consumer,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,18428.16,2,0.2,-691.056,Jan,2016
2877,21/1/2016,TD-20995,Consumer,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,121618.56,7,0.2,9121.392,Jan,2016
2878,15/1/2016,Dp-13240,Home Office,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,6280.8,2,0,2951.976,Jan,2016
2879,15/1/2016,Dp-13240,Home Office,OFF-AR-10001573,Office Supplies,Art,American Pencil,559.2,2,0,162.168,Jan,2016
2880,15/1/2016,Dp-13240,Home Office,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,30596.4,3,0,11014.704,Jan,2016
2881,19/9/2016,SD-20485,Home Office,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3052.8,6,0,1526.4,Sept,2016
2882,19/9/2016,SD-20485,Home Office,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,3351.6,3,0,971.964,Sept,2016
2883,21/2/2014,TM-21010,Consumer,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,1062,5,0.8,-1646.1,Feb,2014
2884,11/11/2016,BK-11260,Consumer,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",835.2,4,0,267.264,Nov,2016
2885,30/1/2016,JF-15490,Consumer,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2094.72,2,0.2,706.968,Jan,2016
2886,18/10/2016,EP-13915,Consumer,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,36950.4,5,0.2,-4156.92,Oct,2016
2887,18/12/2017,EP-13915,Consumer,OFF-AR-10003811,Office Supplies,Art,Newell 327,795.6,3,0,214.812,Dec,2017
2888,18/12/2017,EP-13915,Consumer,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,1555.2,2,0,746.496,Dec,2017
2889,18/12/2017,EP-13915,Consumer,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,3888,5,0,1866.24,Dec,2017
2890,2/11/2017,KH-16630,Corporate,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2862,5,0,1287.9,Nov,2017
2891,29/4/2014,HG-14845,Consumer,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",6235.2,2,0,1558.8,Apr,2014
2892,29/4/2014,HG-14845,Consumer,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,2152.8,3,0,1033.344,Apr,2014
2893,23/10/2017,JC-16105,Corporate,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,1387.2,2,0,679.728,Oct,2017
2894,23/10/2017,JC-16105,Corporate,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),3168,5,0,1425.6,Oct,2017
2895,23/10/2017,JC-16105,Corporate,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",8289.6,11,0,3481.632,Oct,2017
2896,23/10/2017,JC-16105,Corporate,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,4305.6,3,0,1205.568,Oct,2017
2897,30/3/2014,KM-16720,Consumer,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,5958,5,0,2502.36,Mar,2014
2898,4/1/2016,EB-13975,Corporate,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,115196.16,4,0.2,14399.52,Jan,2016
2899,26/4/2015,PW-19240,Consumer,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,49010.64,2,0.3,-700.152,Apr,2015
2900,12/9/2015,PG-18895,Consumer,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,57598.08,2,0.2,7199.76,Sept,2015
2901,12/9/2015,PG-18895,Consumer,OFF-LA-10001317,Office Supplies,Labels,Avery 520,1512,4,0,725.76,Sept,2015
2902,11/9/2017,DB-12910,Home Office,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,22159.2,7,0,10193.232,Sept,2017
2903,12/6/2016,CR-12730,Consumer,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,2774.4,5,0.2,1005.72,Jun,2016
2904,27/6/2016,KH-16330,Corporate,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",4495.68,7,0.2,1461.096,Jun,2016
2905,27/6/2016,KH-16330,Corporate,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,64758.96,3,0.3,-925.128,Jun,2016
2906,26/9/2014,CS-12400,Home Office,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",37214.4,2,0,9675.744,Sept,2014
2907,3/11/2017,DL-12925,Consumer,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,1027.2,2,0,462.24,Nov,2017
2908,3/11/2017,DL-12925,Consumer,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,6288,5,0,1697.76,Nov,2017
2909,3/11/2017,DL-12925,Consumer,OFF-LA-10001771,Office Supplies,Labels,Avery 513,1792.8,3,0,824.688,Nov,2017
2910,19/2/2017,ME-17725,Consumer,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,1346.4,3,0,26.928,Feb,2017
2911,5/11/2015,VD-21670,Consumer,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",46456.32,4,0.2,2903.52,Nov,2015
2912,16/6/2014,CK-12205,Consumer,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,4968,5,0,2334.96,Jun,2014
2913,16/6/2014,CK-12205,Consumer,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,4200,4,0,1260,Jun,2014
2914,16/6/2014,CK-12205,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,4746.24,3,0.2,1720.512,Jun,2014
2915,12/10/2015,DL-12925,Consumer,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,16286.4,3,0,4234.464,Oct,2015
2916,12/10/2015,DL-12925,Consumer,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,1507.2,2,0,678.24,Oct,2015
2917,12/10/2015,DL-12925,Consumer,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,31675.2,4,0,8552.304,Oct,2015
2918,27/8/2017,SE-20110,Consumer,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",714.24,1,0.2,44.64,Aug,2017
2919,23/11/2016,LS-17200,Corporate,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,1896,5,0.2,284.4,Nov,2016
2920,23/11/2016,LS-17200,Corporate,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,1724.16,2,0.2,474.144,Nov,2016
2921,23/11/2016,LS-17200,Corporate,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",8453.76,7,0.2,1479.408,Nov,2016
2922,30/1/2017,MM-17920,Consumer,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,15516,2,0,775.8,Jan,2017
2923,30/11/2015,DB-13270,Home Office,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,465.84,3,0.8,-698.76,Nov,2015
2924,28/6/2014,RW-19630,Corporate,OFF-FA-10003495,Office Supplies,Fasteners,Staples,729.6,1,0,364.8,Jun,2014
2925,2/9/2014,JM-16195,Consumer,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",2388,1,0,1074.6,Sept,2014
2926,2/9/2014,JM-16195,Consumer,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",8485.2,1,0,593.964,Sept,2014
2927,10/7/2017,BP-11155,Consumer,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",2260.8,3,0,949.536,Jul,2017
2928,4/6/2017,CT-11995,Consumer,OFF-AR-10002255,Office Supplies,Art,Newell 346,1036.8,3,0,300.672,Jun,2017
2929,19/10/2017,TH-21550,Home Office,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,195982.56,4,0.7,-156786.048,Oct,2017
2930,18/11/2017,ME-17320,Home Office,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2371.2,4,0,995.904,Nov,2017
2931,8/8/2015,TT-21220,Consumer,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",792.96,2,0.2,267.624,Aug,2015
2932,8/8/2015,TT-21220,Consumer,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,873.6,2,0.2,327.6,Aug,2015
2933,8/8/2015,TT-21220,Consumer,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,17374.08,1,0.2,1303.056,Aug,2015
2934,6/12/2016,GT-14710,Consumer,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,18815.04,1,0.2,1646.316,Dec,2016
2935,6/12/2016,GT-14710,Consumer,TEC-PH-10002834,Technology,Phones,Google Nexus 5,51837.12,3,0.2,3239.82,Dec,2016
2936,6/12/2016,GT-14710,Consumer,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,4306.8,1,0,1938.06,Dec,2016
2937,6/12/2016,GT-14710,Consumer,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,5664.96,7,0.2,1841.112,Dec,2016
2938,6/12/2016,GT-14710,Consumer,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,29769.6,7,0,13991.712,Dec,2016
2939,6/12/2016,GT-14710,Consumer,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",22764,5,0,10699.08,Dec,2016
2940,6/12/2016,GT-14710,Consumer,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,7176.96,3,0.2,2332.512,Dec,2016
2941,25/3/2017,JD-16150,Corporate,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,10918.8,1,0,1747.008,Mar,2017
2942,25/3/2017,JD-16150,Corporate,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",183187.2,7,0,51292.416,Mar,2017
2943,25/3/2017,JD-16150,Corporate,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",44276.4,3,0,4870.404,Mar,2017
2944,19/11/2017,MC-18100,Consumer,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",36601.2,9,0,9150.3,Nov,2017
2945,19/11/2017,MC-18100,Consumer,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",2244,1,0,852.72,Nov,2017
2946,4/11/2016,LH-17020,Consumer,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,4594.8,7,0,1975.764,Nov,2016
2947,14/12/2017,MP-18175,Home Office,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",3150,3,0,1323,Dec,2017
2948,14/12/2017,MP-18175,Home Office,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",7795.2,14,0.2,2728.32,Dec,2017
2949,14/12/2017,MP-18175,Home Office,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",5244,5,0,2464.68,Dec,2017
2950,12/11/2017,EM-14140,Home Office,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,4992,4,0.2,1560,Nov,2017
2951,12/11/2017,EM-14140,Home Office,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,2774.4,5,0.2,1005.72,Nov,2017
2952,12/11/2017,EM-14140,Home Office,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,13666.56,2,0.2,1195.824,Nov,2017
2953,12/11/2017,EM-14140,Home Office,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",13628.16,2,0.2,-681.408,Nov,2017
2954,12/11/2017,EM-14140,Home Office,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,950.4,2,0.2,83.16,Nov,2017
2955,12/11/2017,EM-14140,Home Office,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,80638.08,2,0.2,6047.856,Nov,2017
2956,18/8/2016,GG-14650,Corporate,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,4798.8,1,0,1391.652,Aug,2016
2957,27/6/2017,MA-17995,Home Office,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",22997.52,3,0.1,3832.92,Jun,2017
2958,4/5/2017,SH-20395,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,277.56,1,0.7,-231.3,May,2017
2959,24/12/2015,KT-16465,Consumer,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,2392.32,4,0.2,867.216,Dec,2015
2960,24/12/2015,KT-16465,Consumer,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",5510.4,4,0,2589.888,Dec,2015
2961,26/4/2017,PO-19180,Home Office,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,2440.8,3,0,1122.768,Apr,2017
2962,26/4/2017,PO-19180,Home Office,OFF-LA-10002034,Office Supplies,Labels,Avery 478,4713.6,8,0,2309.664,Apr,2017
2963,16/12/2017,AY-10555,Corporate,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",9788.16,2,0.2,1101.168,Dec,2017
2964,16/12/2017,AY-10555,Corporate,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",11662.08,2,0.2,728.88,Dec,2017
2965,16/12/2017,AY-10555,Corporate,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,2918.4,5,0.2,984.96,Dec,2017
2966,16/12/2017,AY-10555,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",2275.2,2,0,910.08,Dec,2017
2967,27/12/2014,Co-12640,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,3954.24,6,0.6,-2372.544,Dec,2014
2968,27/12/2014,Co-12640,Consumer,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,3601.92,4,0.2,360.192,Dec,2014
2969,6/11/2017,JF-15565,Consumer,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",59950.08,3,0.2,5245.632,Nov,2017
2970,6/11/2017,JF-15565,Consumer,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,3732.48,6,0.2,1306.368,Nov,2017
2971,6/11/2017,JF-15565,Consumer,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,1592.64,8,0.7,-1274.112,Nov,2017
2972,6/11/2017,JF-15565,Consumer,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",3392.64,2,0.2,763.344,Nov,2017
2973,6/11/2017,JF-15565,Consumer,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,31096.32,4,0.2,-6219.264,Nov,2017
2974,16/12/2017,AR-10510,Consumer,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1296,5,0,622.08,Dec,2017
2975,7/5/2015,AG-10675,Consumer,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,29280.72,2,0.3,-3764.664,May,2015
2976,7/5/2015,AG-10675,Consumer,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,1912.32,4,0.2,645.408,May,2015
2977,4/12/2017,DV-13045,Corporate,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",22626.24,7,0.3,-323.232,Dec,2017
2978,3/10/2017,HL-15040,Consumer,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,2709.6,2,0,704.496,Oct,2017
2979,13/1/2014,ND-18370,Consumer,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,65512.8,6,0,10482.048,Jan,2014
2980,12/6/2015,GB-14575,Consumer,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,2488.32,4,0.2,870.912,Jun,2015
2981,12/6/2015,GB-14575,Consumer,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",5195.52,2,0.2,519.552,Jun,2015
2982,12/7/2014,CL-12565,Consumer,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",14776.32,4,0.2,1662.336,Jul,2014
2983,12/7/2014,CL-12565,Consumer,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1351.68,4,0.2,456.192,Jul,2014
2984,6/12/2014,RC-19960,Consumer,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,6410.88,3,0.2,560.952,Dec,2014
2985,6/12/2014,RC-19960,Consumer,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",33058.8,1,0.5,-20496.456,Dec,2014
2986,25/5/2016,JB-16045,Home Office,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,2995.2,4,0,748.8,May,2016
2987,25/5/2016,JB-16045,Home Office,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",2323.2,2,0,1115.136,May,2016
2988,25/5/2016,JB-16045,Home Office,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",152118,9,0,18254.16,May,2016
2989,21/2/2016,MC-17635,Corporate,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,1558.8,1,0,93.528,Feb,2016
2990,21/2/2016,MC-17635,Corporate,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",2227.2,4,0.2,779.52,Feb,2016
2991,21/2/2016,MC-17635,Corporate,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,53898,5,0,1077.96,Feb,2016
2992,21/2/2016,MC-17635,Corporate,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3749.76,7,0.2,1312.416,Feb,2016
2993,2/10/2016,TT-21265,Corporate,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,7372.8,3,0,1990.656,Oct,2016
2994,11/3/2017,MJ-17740,Consumer,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,107510.4,4,0,50529.888,Mar,2017
2995,9/9/2016,AT-10735,Consumer,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,6643.2,4,0.2,2242.08,Sept,2016
2996,14/7/2014,PB-19150,Consumer,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,6710.4,5,0.2,754.92,Jul,2014
2997,21/6/2014,NW-18400,Consumer,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,2987.52,4,0.2,1008.288,Jun,2014
2998,21/6/2014,NW-18400,Consumer,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,478.08,1,0.2,77.688,Jun,2014
2999,21/6/2014,NW-18400,Consumer,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,11516.16,4,0.2,3454.848,Jun,2014
3000,21/6/2014,NW-18400,Consumer,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,24838.92,3,0.7,-20699.1,Jun,2014
3001,21/6/2014,NW-18400,Consumer,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,5329.92,2,0.2,466.368,Jun,2014
3002,21/6/2014,NW-18400,Consumer,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",1080.72,2,0.7,-864.576,Jun,2014
3003,5/7/2015,VP-21730,Home Office,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,2280,5,0,1071.6,Jul,2015
3004,16/12/2017,RD-19810,Home Office,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",4005.12,4,0.2,1251.6,Dec,2017
3005,8/9/2016,MG-17875,Home Office,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,24897.6,1,0,7469.28,Sept,2016
3006,17/5/2014,PA-19060,Home Office,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,11001.6,3,0,5500.8,May,2014
3007,13/10/2017,CR-12730,Consumer,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,108588,5,0,30404.64,Oct,2017
3008,24/10/2014,AA-10375,Consumer,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,4112.64,3,0.2,1336.608,Oct,2014
3009,5/12/2016,JG-15160,Consumer,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",23018.4,3,0,8977.176,Dec,2016
3010,25/7/2016,RR-19525,Corporate,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,29265.6,5,0.2,3292.38,Jul,2016
3011,17/4/2017,SR-20425,Home Office,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,1443.6,5,0.7,-1106.76,Apr,2017
3012,17/4/2017,SR-20425,Home Office,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,305998.2,5,0.7,-407997.6,Apr,2017
3013,17/4/2017,SR-20425,Home Office,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,2591.28,2,0.7,-1900.272,Apr,2017
3014,17/4/2017,SR-20425,Home Office,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,1075.68,6,0.7,-788.832,Apr,2017
3015,17/4/2017,SR-20425,Home Office,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,2488.32,4,0.2,870.912,Apr,2017
3016,17/9/2015,LS-16975,Home Office,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",41306.4,2,0.4,-12391.92,Sept,2015
3017,23/8/2016,MH-18115,Home Office,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,87275.52,8,0.2,-20727.936,Aug,2016
3018,23/8/2016,MH-18115,Home Office,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,2712.96,3,0.6,-1220.832,Aug,2016
3019,23/8/2016,MH-18115,Home Office,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,79968,7,0.2,-3998.4,Aug,2016
3020,8/11/2015,SC-20095,Consumer,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,604.8,3,0,24.192,Nov,2015
3021,8/11/2015,SC-20095,Consumer,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,11152.8,3,0,5018.76,Nov,2015
3022,8/11/2015,SC-20095,Consumer,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",8002.8,3,0,2640.924,Nov,2015
3023,8/11/2015,SC-20095,Consumer,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,11001.6,5,0.2,3438,Nov,2015
3024,17/11/2017,JB-16000,Consumer,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",39327.936,2,0.32,-1735.056,Nov,2017
3025,8/11/2015,AC-10450,Consumer,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,6272.64,11,0.2,2117.016,Nov,2015
3026,8/11/2015,AC-10450,Consumer,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),2152.8,3,0,968.76,Nov,2015
3027,22/4/2017,MO-17800,Home Office,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",30522.24,3,0.2,0,Apr,2017
3028,24/8/2014,RB-19645,Corporate,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",994.56,2,0.2,323.232,Aug,2014
3029,17/12/2017,AI-10855,Consumer,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,60588,5,0,9694.08,Dec,2017
3030,24/3/2016,DR-12880,Corporate,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,48380.16,4,0.2,3023.76,Mar,2016
3031,21/9/2015,DM-12955,Corporate,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,23318.4,4,0,3730.944,Sept,2015
3032,21/9/2015,DM-12955,Corporate,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",3118.8,1,0,904.452,Sept,2015
